Restaurant_Name,Ranking,Price_Range,Cuisine_Type,Menu Items
Hawksmoor Air Street,4.5,De 26 £ à 40 £,Grillade,"['by', 'gin', 'bastardo', 'sweet', 'bonein', 'caesar', 'bring', 'beetroots', 'dry', 'cant', 'cucumber', 'parmesan', 'buckwheat', 'triplecooked', 'onions', 'toast', 'mussels', 'porterhouse', 'toasted', 'tartare', 'sirloin', 'longmans', 'anchovy', 'sole', 'roasts', 'maximum', 'mackerel', 'spiceroasted', 'slaw', 'yogurt', 'baked', 'greens', 'bone', 'scallops', 'whole', 'sticky', 'hollandaise', 'tunworth', 'for', 'sunday', 'bay', 'buttered', 'langoustine', 'boatyard', 'sourdough', 'xo', 'frozen', 'new', 'served', 'onion', 'carrots', 'the', 'mash', 'rib', 'garlic', 'gravy', 'creamed', 'ribeye', 'two', 'eggs', 'guernsey', 'chilli', 'lobster', 'ribs', 'mushroom', 'and', 'port', 'over', 'peanut', 'salad', 'rump', 'beef', 'bacon', 'byo', 'nebbiolo', 'meunire', 'charcoal', 'cocktail', 'ashbaked', 'salmon', 'dover', 'park', 'cantabrian', 'stichelton', 'rosemary', 'potato', 'grilled', 'native', 'tbone', 'smoked', 'devon', 'roasted', 'royal', 'pink', 'campari', 'fried', 'we', 'gibson', 'potatoes', 'or', 'courses', 'lashings', 'butter', 'lettuce', 'in', 'vodka', 'after', 'barnaise', 'beetroot', 'meringue', 'monday', 'on', 'champagne', 'nebuchadnezzar', 'pm', 'mon', 'half', 'toffee', 'tail', 'old', 'spot', 'fries', 'sundae', 'seven', 'with', 'horseradish', 'sun', 'rubino', 'english', 'pickled', 'balthazar', 'value', 'chateaubriand', 'belly', 'ricotta', 'unfortunately', 'martini', 'sea', 'lemon', 'macaroni', 'water', 'crab', 'cashew', 'spenwood', 'fillet', 'marrow', 'sharpham', 'puddings', 'a', 'bream', 'tanqueray', 'jasmine', 'cheese', 'prime', 'negroni', 'dripping', 'corkage', 'chips', 'hawksmoor', 'rye', 'until', 'spinach', 'shortbread', 'chestnut', 'green', 'herb', 'roast', 'vermouth', 'white', 'of', 'sour', 'sauce', 'soda', 'gb', 'bottle', 'guarantee', 'sauces', 'cornish', 'pudding', 'potted', 'cherry', 'anchovies', 'celeriac', 'pie', 'spelt', 'peppercorn', 'tails', 'monkfish', 'bread', 'carpaccio', 'any', 'vinegar', 'yorkshire', 'mushrooms', 'scampi']"
64 Old Compton St,4.5,25 £ ou moins,Italienne,[]
Bocconcino Soho,3.9,De 26 £ à 40 £,Italienne,[]
Sartoria,4.4,41 £ et plus,Italienne,[]
Flesh & Buns Covent Garden,4.4,De 26 £ à 40 £,Japonaise,"['tobanjan', 'meat', 'sweet', 'stone', 'spring', 'sushi', 'fresh', 'bubu', 'pickle', 'seared', 'cucumber', 'tapas', 'red', 'salsa', 'truffle', 'izakaya', 'donburi', 'person', 'mizuna', 'pub', 'shichimi', 'prawn', 'mixed', 'spatchcock', 'arare', 'poke', 'coriander', 'come', 'kosho', 'tenderstem', 'sesame', 'dipping', 'huancaina', 'pomegranate', 'ponzu', 'popular', 'shank', 'cock', 'broccoli', 'bar', 'v', 'asparagus', 'onion', 'rib', 'vinaigrette', 'ribeye', 'sprouts', 'chilli', 'cress', 'maki', 'aubergine', 'blackberry', 'available', 'duck', 'nori', 'and', 'over', 'tempura', 'is', 'guest', 'salad', 'buns', 'mayo', 'japan', 'beef', 'crispy', 'celery', 'fusion', 'salmon', 'soy', 'shiitake', 'onsen', 'request', 'korean', 'corn', 'potato', 'short', 'leg', 'grilled', 'tomato', 'set', 'california', 'dressing', 'salt', 'buttermilk', 'per', 'rice', 'fried', 'seabass', 'at', 'we', 'or', 'japanese', 'oil', 'fat', 'butter', 'all', 'edamame', 'squid', 'noodles', 'beetroot', 'glazed', 'seafood', 'on', 'miso', 'chicken', 'piglet', 'spanish', 'mustard', 'carrot', 'amarillo', 'hot', 'spot', 'share', 'with', 've', 'eating', 'steak', 'pickled', 'marinated', 'egg', 'belly', 'kimchee', 'shiso', 'grainfed', 'veggie', 'sea', 'apple', 'an', 'lemon', 'casual', 'ceviche', 'barley', 'teriyaki', 'crab', 'rocket', 'yellowtail', 'a', 'like', 'cheese', 'spicy', 'gf', 'chives', 'avocado', 'choose', 'chips', 'pork', 'bbq', 'sake', 'bun', 'spices', 'rocoto', 'pickles', 'sour', 'scratchings', 'feast', 'orange', 'british', 'portobello', 'sauce', 'scallop', 'gb', 'wings', 'crackers', 'daikon', 'wasabi', 'lamb', 'citrus', 'mayonnaise', 'plum', 'honey', 'granita', 'dips', 'drink', 'drinking', 'tuna', 'lime', 'yaki', 'sashimi', 'pc', 'mushrooms', 'steamed', 'yuzu', 'flesh']"
Heliot Steak House,4.6,De 26 £ à 40 £,Grillade,"['fed', 'mousse', 'sweet', 'spring', 'steaks', 'mac', 'red', 'truffle', 'onions', 'date', 'goat', 'gem', 'pan', 'mashed', 'usda', 'sirloin', 'mascarpone', 'winner', 'world', 'winter', 'thyme', 'mixed', 'sole', 'octopus', 'river', 'bone', 'velvet', 'rack', 'claire', 'brioche', 'apples', 'gold', 'homemade', 'almonds', 'new', 'romanesco', 'meatballs', 'onion', 'the', 'garlic', 'rib', 'creamed', 'chilli', 'lobster', 'day', 'pear', 'eye', 'and', 'extra', 'gras', 'caponata', 'salad', 'turf', 'beef', 'chimichurri', 'wagyu', 'spiced', 'bacon', 'crispy', 'dover', 'beans', 'basil', 'corn', 'vegan', 'rosemary', 'potato', 'tomato', 'grilled', 'dressing', 'jus', 'raspberry', 'chardonnay', 'smoked', 'supreme', 'cream', 'pink', 'add', 'fava', 'g', 'fried', 'kale', 'plums', 'potatoes', 'sage', 'japanese', 'texas', 'oil', 'pepper', 'butter', 'lettuce', 'in', 'triple', 'wine', 'barnaise', 'filo', 'hereford', 'beetroot', 'romesco', 'lumina', 'ice', 'free', 'micro', 'pistachio', 'chicken', 'feta', 'half', 'caramelised', 'pastry', 'cumin', 'fries', 'endive', 'with', 'roquefort', 'sorbets', 'pickled', 'steak', 'marinated', 'egg', 'three', 'ravioli', 'warm', 'tarragon', 'ginger', 'chateaubriand', 'sea', 'lemon', 'olive', 'fillet', 'snake', 'marrow', 'rocket', 'chocolate', 'skinny', 'berries', 'zealand', 'shallots', 'blood', 'cheese', 'prime', 'australian', 'greek', 'heliot', 'chips', 'burger', 'papadums', 'cake', 'beet', 'chunky', 'spinach', 'leaf', 'bun', 'range', 'lemongrass', 'roast', 'bass', 'forest', 'white', 'orange', 'us', 'wellington', 'sauce', 'poached', 'challenge', 'gb', 'virgin', 'lamb', 'snaps', 'tandoori', 'baby', 'curd', 'maple', 'sauces', 'yoghurt', 'millionaire', 'gg', 'honey', 'sugar', 'pumpkin', 'capers', 'vegetables', 'syrup', 'surf', 'peppercorn', 'lime', 'carpaccio', 'aged', 'vinegar', 'lollipops', 'argentinian', 'mushrooms', 'fruit']"
The Ivy Soho Brasserie,4.1,De 26 £ à 40 £,Britannique Moderne,[]
Dean Street Townhouse,4.5,De 26 £ à 40 £,Britannique,[]
Big Easy Covent Garden,3.7,25 £ ou moins,Américaine,[]
Engawa Restaurant,4.6,41 £ et plus,Japonaise,"['course', 'fish', 'sushi', 'fresh', 'don', 'includes', 'dishes', 'vegetarian', 'include', 'appetizer', 'for', 'served', 'finest', 'additional', 'small', 'cheesecake', 'unagi', 'nori', 'and', 'tempura', 'wagyu', 'bento', 'strawberry', 'upgrade', 'salmon', 'topped', 'beautiful', 'mochi', 'premium', 'grilled', 'sliced', 'cream', 'rice', 'daily', 'ikura', 'japanese', 'nigiri', 'seafood', 'ice', 'on', 'eel', 'miso', 'seasonal', 'with', 'engawa', 'steak', 'variety', 'appetiser', 'assorted', 'bowl', 'an', 'special', 'teriyaki', 'chocolate', 'a', 'spicy', 'to', 'uni', 'cake', 'finely', 'selection', 'white', 'of', 'signature', 'sauce', 'main', 'gb', 'mayonnaise', 'vegetable', 'twotiered', 'wooden', 'vegetables', 'box', 'sashimi', 'soup', 'dish', 'matcha', 'yuzu']"
Refuel Restaurant at The Soho Hotel,4.5,25 £ ou moins,Européenne Moderne,[]
Casa do Frango - Piccadilly,4.3,25 £ ou moins,Portuguaise,[]
Ham Yard Bar and Restaurant,4.5,25 £ ou moins,Européenne Moderne,[]
Piccolino - Heddon Street,4.1,De 26 £ à 40 £,Italienne,[]
100 Wardour St Restaurant,4.2,41 £ et plus,Européenne,[]
Côte Brasserie - Soho,3.6,25 £ ou moins,Française,"['leeks', 'bourguignon', 'fish', 'choux', 'comte', 'custard', 'french', 'herbs', 'braised', 'cucumber', 'red', 'truffle', 'triplecooked', 'onions', 'mussels', 'gem', 'toasted', 'tartare', 'sirloin', 'bed', 'tapenade', 'vanilla', 'prawn', 'thyme', 'ageing', 'anchovy', 'parmentier', 'traditional', 'tenderstem', 'champignons', 'fondant', 'tomatoes', 'baked', 'croutes', 'brioche', 'berry', 'stew', 'apples', 'leek', 'hollandaise', 'bayonne', 'sharing', 'for', 'broccoli', 'boeuf', 'sourdough', 'v', 'prawns', 'homemade', 'served', 'new', 'onion', 'nicoise', 'cornichons', 'carrots', 'garlic', 'chantilly', 'vinaigrette', 'oz', 'ribeye', 'two', 'chilli', 'mushroom', 'rustic', 'pear', 'available', 'calamari', 'duck', 'watercress', 'ham', 'fabletm', 'himalayan', 'and', 'room', 'olives', 'salad', 'rump', 'buns', 'confit', 'provencal', 'beef', 'reblochon', 'bacon', 'dark', 'tomme', 'crispy', 'upgrade', 'salmon', 'beans', 'topped', 'bitter', 'hazelnut', 'gougeres', 'board', 'nantais', 'handcut', 'de', 'tart', 'buchette', 'vegan', 'breadcrumbed', 'potato', 'our', 'tomato', 'grilled', 'dressing', 'quiche', 'sliced', 'jus', 'set', 'salt', 'smoked', 'roasted', 'cream', 'aioli', 'pink', 'lorange', 'rock', 'dambert', 'deeper', 'fougasse', 'potatoes', 'pod', 'pepper', 'butter', 'breton', 'lettuce', 'coulis', 'financier', 'option', 'patty', 'in', 'squid', 'grassfed', 'saucisson', 'cabbage', 'dijon', 'slowcooked', 'wine', 'minute', 'maison', 'aux', 'ice', 'on', 'almond', 'dauphinois', 'chicken', 'creamy', 'mustard', 'twicebaked', 'half', 'pieces', 'brie', 'caramelised', 'pastry', 'peppers', 'hour', 'liver', 'endive', 'seasonal', 'share', 'with', 'poulet', 'cheeses', 'steak', 'lorraine', 'camembert', 'calvados', 'egg', 'marinated', 'radish', 'warm', 'fig', 'tarragon', 'charcuterie', 'belly', 'soft', 'cheesboard', 'puree', 'apple', 'sea', 'dryaged', 'your', 'grille', 'hazelnuts', 'base', 'tuile', 'crab', 'boiled', 'fillet', 'rocket', 'truffes', 'chocolate', 'baguette', 'a', 'parfait', 'pulled', 'bream', 'shallots', 'croquettes', 'irish', 'cheese', 'lardons', 'to', 'avocado', 'tarte', 'cornfed', 'burger', 'chips', 'pork', 'caper', 'chutney', 'savoie', 'bun', 'puff', 'cake', 'chestnut', 'green', 'choice', 'creme', 'haddock', 'white', 'of', 'savoy', 'au', 'frites', 'orange', 'british', 'chevre', 'sauce', 'poached', 'gb', 'chive', 'recommended', 'rare', 'lamb', 'mayonnaise', 'days', 'baby', 'matured', 'four', 'honey', 'chantenay', 'chargrilled', 'souffle', 'tatin', 'capers', 'fourme', 'gratin', 'paillard', 'cherry', 'anchovies', 'brittany', 'pie', 'crust', 'coppa', 'cote', 'sides', 'tuna', 'lentils', 'raw', 'fruit', 'bread', 'soup', 'caramel', 'moules', 'salted', 'breast', 'morbier', 'medium', 'flavour', 'grapes', 'mushrooms', 'compote']"
Yauatcha Soho,4.5,De 26 £ à 40 £,Chinoise,"['fed', 'sweet', 'dessert', 'spring', 'be', 'cucumber', 'truffle', 'toast', 'prawn', 'sesame', 'prices', 'dim', 'baked', 'v', 'shui', 'onion', 'drunken', 'rib', 'garlic', 'lobster', 'mushroom', 'pak', 'duck', 'sanbei', 'eye', 'and', 'peanut', 'mooli', 'added', 'beef', 'wagyu', 'crispy', 'soy', 'basil', 'bill', 'corn', 'shishito', 'salt', 'choi', 'rice', 'fried', 'g', 'are', 'mai', 'pepper', 'all', 'gbp', 'black', 'in', 'dumpling', 'vg', 'seafood', 'chicken', 'tail', 'will', 'with', 'service', 'flakes', 'pickled', 'egg', 'angus', 'radish', 'eryngii', 'stirfried', 'venison', 'wonton', 'your', 'sea', 'cashew', 'nut', 'a', 'chilean', 'preserved', 'aromatic', 'to', 'cake', 'puff', 'bass', 'sum', 'pancakes', 'of', 'steamed', 'signature', 'sauce', 'scallop', 'gb', 'charge', 'baby', 'discretionary', 'surrey', 'kumquat']"
Estiatorio Milos – London,4.6,41 £ et plus,Fruits de mer,"['tasting', 'gently', 'fish', 'cooked', 'spring', 'french', 'piazzistyle', 'fresh', 'be', 'beetroots', 'been', 'herbs', 'minimum', 'cucumber', 'red', 'greece', 'radicchio', 'onions', 'manouri', 'santorini', 'uk', 'usda', 'tartare', 'perfectly', 'fennel', 'from', 'mediterranean', 'sole', 'its', 'kosho', 'slow', 'octopus', 'scotia', 'france', 'tomatoes', 'yogurt', 'baked', 'kakavia', 'greens', 'renowned', 'island', 'flowers', 'ancient', 'mint', 'gold', 'for', 'bay', 'barbouni', 'tower', 'fundy', 'langoustine', 'boeuf', 'shallot', 'served', 'netherlands', 'method', 'islands', 'explaining', 'bigeye', 'hunter', 'balik', 'the', 'cucumbers', 'rib', 'deep', 'small', 'rich', 'ireland', 'simply', 'lightly', 'sherry', 'quality', 'lobster', 'fagri', 'aubergine', 'calamari', 'yellow', 'eye', 'kg', 'and', 'maridaki', 'zucchini', 'extra', 'shot', 'priced', 'tyrokafteri', 'olives', 'salad', 'balsamic', 'kefalograviera', 'origin', 'shrimp', 'beef', 'messolongi', 'dill', 'tzatziki', 'mignon', 'condiments', 'salmon', 'beans', 'dover', 'basil', 'st', 'mastello', 'topped', 'has', 'beets', 'peas', 'handcut', 'pasta', 'de', 'potato', 'yukon', 'our', 'astakomakaronada', 'tomato', 'magiatiko', 'grilled', 'guide', 'dressing', 'salt', 'smoked', 'ripened', 'captain', 'roasted', 'per', 'fava', 'turbot', 'juice', 'fried', 'crevette', 'potatoes', 'or', 'shoot', 'oil', 'serrano', 'happy', 'caviar', 'zest', 'sardines', 'in', 'enhancing', 'cut', 'black', 'mullet', 'appeared', 'tender', 'preserving', 'royale', 'englouvi', 'ionian', 'seafood', 'supplement', 'scordalia', 'eel', 'on', 'micro', 'caponi', 'creamy', 'taste', 'risotto', 'feta', 'spanish', 'tsar', 'stamnagathi', 'peppers', 'hot', 'cultures', 'nicolai', 'grey', 'seasonal', 'tsipoura', 'will', 'romaine', 'with', 'todays', 'persons', 'many', 'it', 'cheeses', 'market', 'three', 'y', 'known', 'radish', 'angus', 'curing', 'roe', 'milokopi', 'chefs', 'pita', 'pdo', 'pierre', 'nova', 'milos', 'your', 'sea', 'lemon', 'through', 'special', 'olive', 'split', 'ceviche', 'mer', 'ink', 'steira', 'fresno', 'synagrida', 'as', 'barrelaged', 'a', 'chops', 'shallots', 'loup', 'breakfast', 'cheese', 'prime', 'wild', 'chili', 'greek', 'courgette', 'to', 'style', 'best', 'until', 'varieties', 'vlita', 'selection', 'green', 'spreads', 'aaa', 'cte', 'cuttlefish', 'balada', 'roast', 'madagascar', 'white', 'of', 'kastoria', 'vine', 'dandelion', 'orange', 'gigantes', 'poached', 'sauce', 'gb', 'certified', 'oysters', 'faroe', 'virgin', 'lamb', 'rofos', 'since', 'worlds', 'athenianstyle', 'you', 'holland', 'head', 'cornish', 'blinis', 'lethrini', 'vegetables', 'cured', 'today', 'avgotaraho', 'anchovies', 'large', 'carabineiros', 'scorpena', 'scotland', 'tuna', 'filet', 'lentils', 'raw', 'lime', 'first', 'taramosalata', 'stuffed', 'lathouri', 'sashimi', 'cherna', 'aged', 'vinegar', 'ahnisto', 'mushrooms', 'steamed', 'yuzu']"
100 Wardour St Lounge,4.5,25 £ ou moins,Internationale,[]
Flesh & Buns Fitzrovia,4.5,De 26 £ à 40 £,Japonaise,"['meat', 'sweet', 'stone', 'spring', 'sushi', 'fresh', 'bubu', 'pickle', 'cucumber', 'red', 'salsa', 'truffle', 'onions', 'donburi', 'person', 'mizuna', 'shichimi', 'prawn', 'mixed', 'arare', 'poke', 'coriander', 'come', 'kosho', 'tenderstem', 'sesame', 'huancaina', 'pomegranate', 'ponzu', 'brisket', 'cock', 'for', 'broccoli', 'chipotle', 'v', 'piece', 'asparagus', 'onion', 'plate', 'rib', 'padron', 'ribeye', 'sprouts', 'two', 'chilli', 'cress', 'maki', 'ribs', 'aubergine', 'available', 'duck', 'yellow', 'nori', 'and', 'tempura', 'guest', 'salad', 'buns', 'mayo', 'beef', 'crispy', 'celery', 'fusion', 'salmon', 'soy', 'shiitake', 'onsen', 'request', 'korean', 'corn', 'potato', 'short', 'leg', 'grilled', 'tomato', 'set', 'california', 'dressing', 'noodle', 'salt', 'smoked', 'buttermilk', 'per', 'rice', 'rock', 'fried', 'seabass', 'kabosu', 'or', 'glaze', 'japanese', 'oil', 'fat', 'butter', 'all', 'edamame', 'squid', 'noodles', 'beetroot', 'glazed', 'on', 'miso', 'piglet', 'chicken', 'mustard', 'carrot', 'amarillo', 'peppers', 'hot', 'with', 've', 'bonito', 'flakes', 'steak', 'pickled', 'marinated', 'egg', 'x', 'belly', 'kimchee', 'limo', 'shiso', 'grainfed', 'veggie', 'sea', 'lemon', 'apple', 'ceviche', 'barley', 'teriyaki', 'crab', 'rocket', 'yellowtail', 'cheese', 'gf', 'spicy', 'chili', 'torched', 'chives', 'avocado', 'choose', 'chips', 'pork', 'bbq', 'bun', 'spices', 'rocoto', 'pickles', 'white', 'of', 'steamed', 'sour', 'scratchings', 'orange', 'portobello', 'sauce', 'scallop', 'gb', 'wings', 'crackers', 'daikon', 'wasabi', 'citrus', 'plum', 'honey', 'cherry', 'dips', 'each', 'mixto', 'tuna', 'lime', 'yaki', 'sashimi', 'pc', 'mushrooms', 'kumquat', 'yuzu']"
